name,telescope,exptime,jd,date,filename,note
dark_20220830-0018300,B&C,300.0,2459822.262950232,2022-08-30T18:18:38.90,/home/phys/astro8/MJArchive/octans/20220830/dark_20220830-0018300.fit,
Dark-0028300,B&C,300.0,2459683.995652662,2022-04-14T11:53:44.39,/home/phys/astro8/MJArchive/octans/20220414/Dark-0028300.fit,
Dark-0013,B&C,10.0,2459687.892468866,2022-04-18T09:25:09.31,/home/phys/astro8/MJArchive/octans/20220418/Dark-0013.fit,
dark-0001_120,B&C,120.0,2459616.8656532406,2022-02-06T08:46:32.44,/home/phys/astro8/MJArchive/octans/20220206/dark-0001_120.fit,
dark-0020_5,B&C,5.0,2459825.94050544,2022-09-03T10:34:19.67,/home/phys/astro8/MJArchive/octans/20220903/dark-0020_5.fit,
dark-0003_120,B&C,120.0,2459608.788361805,2022-01-29T06:55:14.46,/home/phys/astro8/MJArchive/octans/20220129/dark-0003_120.fit,
dark-0032,B&C,0.0,2459605.7754289354,2022-01-26T06:36:37.06,/home/phys/astro8/MJArchive/octans/20220126/dark-0032.fit,
dark-0085,B&C,1.5,2459687.2880581017,2022-04-17T18:54:48.22,/home/phys/astro8/MJArchive/octans/20220417/dark-0085.fit,
dark-0018_120,B&C,120.0,2459825.9311362267,2022-09-03T10:20:50.17,/home/phys/astro8/MJArchive/octans/20220903/dark-0018_120.fit,
Dark-0024,B&C,10.0,2459687.8942351853,2022-04-18T09:27:41.92,/home/phys/astro8/MJArchive/octans/20220418/Dark-0024.fit,
Dark-0021300,B&C,300.0,2459683.849388773,2022-04-14T08:23:07.19,/home/phys/astro8/MJArchive/octans/20220414/Dark-0021300.fit,
Dark-000410,B&C,10.0,2459683.255187037,2022-04-13T18:07:28.16,/home/phys/astro8/MJArchive/octans/20220413/Dark-000410.fit,
Dark-0022300,B&C,300.0,2459683.853008565,2022-04-14T08:28:19.94,/home/phys/astro8/MJArchive/octans/20220414/Dark-0022300.fit,
dark_20220830-000730,B&C,30.0,2459821.8162329863,2022-08-30T07:35:22.53,/home/phys/astro8/MJArchive/octans/20220830/dark_20220830-000730.fit,
dark-0002_120,B&C,120.0,2459611.170152662,2022-01-31T16:05:01.19,/home/phys/astro8/MJArchive/octans/20220131/dark-0002_120.fit,
dark-0020,B&C,300.0,2459604.7821810185,2022-01-25T06:46:20.44,/home/phys/astro8/MJArchive/octans/20220125/dark-0020.fit,
Dark-00265,B&C,5.0,2459683.991794213,2022-04-14T11:48:11.02,/home/phys/astro8/MJArchive/octans/20220414/Dark-00265.fit,
dark_20220830-0012300,B&C,300.0,2459822.2418457177,2022-08-30T17:48:15.47,/home/phys/astro8/MJArchive/octans/20220830/dark_20220830-0012300.fit,
Dark-0001300,B&C,300.0,2459683.776934028,2022-04-14T06:38:47.10,/home/phys/astro8/MJArchive/octans/20220414/Dark-0001300.fit,
dark_20220830-000930,B&C,30.0,2459821.817015741,2022-08-30T07:36:30.16,/home/phys/astro8/MJArchive/octans/20220830/dark_20220830-000930.fit,
Dark-00242,B&C,2.0,2459683.984521412,2022-04-14T11:37:42.65,/home/phys/astro8/MJArchive/octans/20220414/Dark-00242.fit,
dark-0003,B&C,300.0,2459604.151691667,2022-01-24T15:38:26.16,/home/phys/astro8/MJArchive/octans/20220124/dark-0003.fit,
Darks_20220829-0002d2,B&C,2.0,2459821.2942474536,2022-08-29T19:03:42.98,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0002d2.fit,
dark-0034,B&C,15.0,2459687.282132176,2022-04-17T18:46:16.22,/home/phys/astro8/MJArchive/octans/20220417/dark-0034.fit,
dark-0020_150,B&C,150.0,2459825.942592361,2022-09-03T10:37:19.98,/home/phys/astro8/MJArchive/octans/20220903/dark-0020_150.fit,
dark-0059,B&C,4.0,2459687.28620625,2022-04-17T18:52:08.22,/home/phys/astro8/MJArchive/octans/20220417/dark-0059.fit,
Dark-0017,B&C,10.0,2459687.893111111,2022-04-18T09:26:04.80,/home/phys/astro8/MJArchive/octans/20220418/Dark-0017.fit,
dark-0063,B&C,0.0,2459687.2866417826,2022-04-17T18:52:45.85,/home/phys/astro8/MJArchive/octans/20220417/dark-0063.fit,
Dark-00015,B&C,5.0,2459683.7804511576,2022-04-14T06:43:50.98,/home/phys/astro8/MJArchive/octans/20220414/Dark-00015.fit,
Dark-00055,B&C,5.0,2459683.794930903,2022-04-14T07:04:42.03,/home/phys/astro8/MJArchive/octans/20220414/Dark-00055.fit,
dark-0005,B&C,2.0,2459686.268334375,2022-04-16T18:26:24.09,/home/phys/astro8/MJArchive/octans/20220416/dark-0005.fit,
dark-0001_2,B&C,2.0,2459825.8740677084,2022-09-03T08:58:39.45,/home/phys/astro8/MJArchive/octans/20220903/dark-0001_2.fit,
Dark-0026,B&C,10.0,2459686.9845971065,2022-04-17T11:37:49.19,/home/phys/astro8/MJArchive/octans/20220417/Dark-0026.fit,
dark-0024,B&C,0.0,2459605.77507419,2022-01-26T06:36:06.41,/home/phys/astro8/MJArchive/octans/20220126/dark-0024.fit,
Dark-0023,B&C,10.0,2459687.894074653,2022-04-18T09:27:28.05,/home/phys/astro8/MJArchive/octans/20220418/Dark-0023.fit,
dark_20220830-0008150,B&C,150.0,2459822.232809954,2022-08-30T17:35:14.78,/home/phys/astro8/MJArchive/octans/20220830/dark_20220830-0008150.fit,
Dark-0020,B&C,2.0,2459686.282926273,2022-04-16T18:47:24.83,/home/phys/astro8/MJArchive/octans/20220416/Dark-0020.fit,
dark-0008_5,B&C,5.0,2459825.889080671,2022-09-03T09:20:16.57,/home/phys/astro8/MJArchive/octans/20220903/dark-0008_5.fit,
dark-0014_2,B&C,2.0,2459825.9160568286,2022-09-03T09:59:07.31,/home/phys/astro8/MJArchive/octans/20220903/dark-0014_2.fit,
Dark-000960,B&C,60.0,2459684.2494721063,2022-04-14T17:59:14.39,/home/phys/astro8/MJArchive/octans/20220414/Dark-000960.fit,
dark-0010_10,B&C,10.0,2459825.8925391203,2022-09-03T09:25:15.38,/home/phys/astro8/MJArchive/octans/20220903/dark-0010_10.fit,
dark_20220830-0001300,B&C,300.0,2459821.778103935,2022-08-30T06:40:28.18,/home/phys/astro8/MJArchive/octans/20220830/dark_20220830-0001300.fit,
Dark-0021,B&C,10.0,2459687.893753472,2022-04-18T09:27:00.30,/home/phys/astro8/MJArchive/octans/20220418/Dark-0021.fit,
Dark-0015,B&C,10.0,2459687.8927899306,2022-04-18T09:25:37.05,/home/phys/astro8/MJArchive/octans/20220418/Dark-0015.fit,
dark-0009_120,B&C,120.0,2459608.823031944,2022-01-29T07:45:09.96,/home/phys/astro8/MJArchive/octans/20220129/dark-0009_120.fit,
Darks_20220829-0001d10,B&C,10.0,2459821.288807755,2022-08-29T18:55:52.99,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0001d10.fit,
Darks_20220829-0009d2,B&C,2.0,2459821.331212384,2022-08-29T19:56:56.75,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0009d2.fit,
dark-0007_120,B&C,120.0,2459608.8114716434,2022-01-29T07:28:31.15,/home/phys/astro8/MJArchive/octans/20220129/dark-0007_120.fit,
dark-0016_2,B&C,2.0,2459825.9223342594,2022-09-03T10:08:09.68,/home/phys/astro8/MJArchive/octans/20220903/dark-0016_2.fit,
dark-0025,B&C,0.0,2459605.7751184027,2022-01-26T06:36:10.23,/home/phys/astro8/MJArchive/octans/20220126/dark-0025.fit,
Dark-0027300,B&C,300.0,2459683.9919649307,2022-04-14T11:48:25.77,/home/phys/astro8/MJArchive/octans/20220414/Dark-0027300.fit,
Darks_20220829-0005d5,B&C,5.0,2459821.30982743,2022-08-29T19:26:09.09,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0005d5.fit,
dark_20220909-0003_15,B&C,15.0,2459831.8766222224,2022-09-09T09:02:20.16,/home/phys/astro8/MJArchive/octans/20220909/dark_20220909-0003_15.fit,
Dark-0012,B&C,10.0,2459687.892308102,2022-04-18T09:24:55.42,/home/phys/astro8/MJArchive/octans/20220418/Dark-0012.fit,
Dark-0027,B&C,2.0,2459686.2834015046,2022-04-16T18:48:05.89,/home/phys/astro8/MJArchive/octans/20220416/Dark-0027.fit,
Darks_20220829-0004d2,B&C,2.0,2459821.304808912,2022-08-29T19:18:55.49,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0004d2.fit,
dark_20220830-0001150,B&C,150.0,2459822.2203476853,2022-08-30T17:17:18.04,/home/phys/astro8/MJArchive/octans/20220830/dark_20220830-0001150.fit,
dark-0004_300,B&C,300.0,2459617.877766551,2022-02-07T09:03:59.03,/home/phys/astro8/MJArchive/octans/20220207/dark-0004_300.fit,
dark-0013_120,B&C,120.0,2459825.9146230323,2022-09-03T09:57:03.43,/home/phys/astro8/MJArchive/octans/20220903/dark-0013_120.fit,
Dark-0011300,B&C,300.0,2459683.8131332174,2022-04-14T07:30:54.71,/home/phys/astro8/MJArchive/octans/20220414/Dark-0011300.fit,
Dark-0027,B&C,10.0,2459686.98475706,2022-04-17T11:38:03.01,/home/phys/astro8/MJArchive/octans/20220417/Dark-0027.fit,
dark-0010_300,B&C,300.0,2459608.825340278,2022-01-29T07:48:29.40,/home/phys/astro8/MJArchive/octans/20220129/dark-0010_300.fit,
Dark-0004300,B&C,300.0,2459683.7877934026,2022-04-14T06:54:25.35,/home/phys/astro8/MJArchive/octans/20220414/Dark-0004300.fit,
dark-0013,B&C,180.0,2459604.760159953,2022-01-25T06:14:37.82,/home/phys/astro8/MJArchive/octans/20220125/dark-0013.fit,
Darks_20220829-0004d120,B&C,120.0,2459821.3048774307,2022-08-29T19:19:01.41,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0004d120.fit,
Darks_20220829-0010d10,B&C,10.0,2459821.3363332176,2022-08-29T20:04:19.19,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0010d10.fit,
dark-0005_180,B&C,180.0,2459606.7272184025,2022-01-27T05:27:11.67,/home/phys/astro8/MJArchive/octans/20220127/dark-0005_180.fit,
dark-0011,B&C,180.0,2459604.7559050927,2022-01-25T06:08:30.20,/home/phys/astro8/MJArchive/octans/20220125/dark-0011.fit,
Dark-0001,B&C,2.0,2459686.941108449,2022-04-17T10:35:11.77,/home/phys/astro8/MJArchive/octans/20220417/Dark-0001.fit,
dark-0020_30,B&C,30.0,2459825.9386130786,2022-09-03T10:31:36.17,/home/phys/astro8/MJArchive/octans/20220903/dark-0020_30.fit,
dark-0005_60,B&C,60.0,2459608.801350347,2022-01-29T07:13:56.67,/home/phys/astro8/MJArchive/octans/20220129/dark-0005_60.fit,
dark_20220909-0001_15,B&C,15.0,2459831.875974653,2022-09-09T09:01:24.21,/home/phys/astro8/MJArchive/octans/20220909/dark_20220909-0001_15.fit,
dark-0031,B&C,15.0,2459687.2814782406,2022-04-17T18:45:19.72,/home/phys/astro8/MJArchive/octans/20220417/dark-0031.fit,
Dark-00165,B&C,5.0,2459683.834806944,2022-04-14T08:02:07.32,/home/phys/astro8/MJArchive/octans/20220414/Dark-00165.fit,
Dark-0030,B&C,10.0,2459686.9852380785,2022-04-17T11:38:44.57,/home/phys/astro8/MJArchive/octans/20220417/Dark-0030.fit,
Darks_20220829-0004d10,B&C,10.0,2459821.3046488427,2022-08-29T19:18:41.66,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0004d10.fit,
Dark-000460,B&C,60.0,2459684.2457756945,2022-04-14T17:53:55.02,/home/phys/astro8/MJArchive/octans/20220414/Dark-000460.fit,
dark-0001_120,B&C,120.0,2459825.874398264,2022-09-03T08:59:08.01,/home/phys/astro8/MJArchive/octans/20220903/dark-0001_120.fit,
dark-0006_10,B&C,10.0,2459825.8843453703,2022-09-03T09:13:27.44,/home/phys/astro8/MJArchive/octans/20220903/dark-0006_10.fit,
dark-0004_300,B&C,300.0,2459608.790622338,2022-01-29T06:58:29.77,/home/phys/astro8/MJArchive/octans/20220129/dark-0004_300.fit,
dark_20220830-000330,B&C,30.0,2459821.814667014,2022-08-30T07:33:07.23,/home/phys/astro8/MJArchive/octans/20220830/dark_20220830-000330.fit,
Darks_20220829-0001d120,B&C,120.0,2459821.289034838,2022-08-29T18:56:12.61,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0001d120.fit,
Darks_20220829-0001d300,B&C,300.0,2459821.29046794,2022-08-29T18:58:16.43,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0001d300.fit,
dark-0018_10,B&C,10.0,2459825.9327385416,2022-09-03T10:23:08.61,/home/phys/astro8/MJArchive/octans/20220903/dark-0018_10.fit,
Dark-000360,B&C,60.0,2459684.245037153,2022-04-14T17:52:51.21,/home/phys/astro8/MJArchive/octans/20220414/Dark-000360.fit,
Dark-0021,B&C,2.0,2459686.282994213,2022-04-16T18:47:30.70,/home/phys/astro8/MJArchive/octans/20220416/Dark-0021.fit,
dark-0016_5,B&C,5.0,2459825.922402199,2022-09-03T10:08:15.55,/home/phys/astro8/MJArchive/octans/20220903/dark-0016_5.fit,
Dark-0025,B&C,2.0,2459686.2832670137,2022-04-16T18:47:54.27,/home/phys/astro8/MJArchive/octans/20220416/Dark-0025.fit,
Dark-00065,B&C,5.0,2459683.7985506942,2022-04-14T07:09:54.78,/home/phys/astro8/MJArchive/octans/20220414/Dark-00065.fit,
dark-0062,B&C,0.0,2459687.286597569,2022-04-17T18:52:42.03,/home/phys/astro8/MJArchive/octans/20220417/dark-0062.fit,
Darks_20220829-0010d5,B&C,5.0,2459821.33623125,2022-08-29T20:04:10.38,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0010d5.fit,
dark_20220830-0009300,B&C,300.0,2459821.8062417824,2022-08-30T07:20:59.29,/home/phys/astro8/MJArchive/octans/20220830/dark_20220830-0009300.fit,
dark_20220909-0005_15,B&C,15.0,2459831.8770613424,2022-09-09T09:02:58.10,/home/phys/astro8/MJArchive/octans/20220909/dark_20220909-0005_15.fit,
dark-0002_120,B&C,120.0,2459617.869901968,2022-02-07T08:52:39.53,/home/phys/astro8/MJArchive/octans/20220207/dark-0002_120.fit,
dark-0017_5,B&C,5.0,2459825.926877084,2022-09-03T10:14:42.18,/home/phys/astro8/MJArchive/octans/20220903/dark-0017_5.fit,
dark-0006_2,B&C,2.0,2459825.8841761574,2022-09-03T09:13:12.82,/home/phys/astro8/MJArchive/octans/20220903/dark-0006_2.fit,
dark_20220830-0005150,B&C,150.0,2459822.227469329,2022-08-30T17:27:33.35,/home/phys/astro8/MJArchive/octans/20220830/dark_20220830-0005150.fit,
Dark-00125,B&C,5.0,2459683.8203300927,2022-04-14T07:41:16.52,/home/phys/astro8/MJArchive/octans/20220414/Dark-00125.fit,
Dark-00232,B&C,2.0,2459683.980833565,2022-04-14T11:32:24.02,/home/phys/astro8/MJArchive/octans/20220414/Dark-00232.fit,
Darks_20220829-0001d5,B&C,5.0,2459821.288703588,2022-08-29T18:55:43.99,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0001d5.fit,
dark-0035,B&C,0.0,2459605.775560996,2022-01-26T06:36:48.47,/home/phys/astro8/MJArchive/octans/20220126/dark-0035.fit,
dark-0083,B&C,1.5,2459687.2879350693,2022-04-17T18:54:37.59,/home/phys/astro8/MJArchive/octans/20220417/dark-0083.fit,
dark-0016,B&C,300.0,2459604.7681105323,2022-01-25T06:26:04.75,/home/phys/astro8/MJArchive/octans/20220125/dark-0016.fit,
dark-0015_120,B&C,120.0,2459825.9230561345,2022-09-03T10:09:12.05,/home/phys/astro8/MJArchive/octans/20220903/dark-0015_120.fit,
Dark-0014,B&C,10.0,2459687.8926292825,2022-04-18T09:25:23.17,/home/phys/astro8/MJArchive/octans/20220418/Dark-0014.fit,
Dark-0002300,B&C,300.0,2459683.78055382,2022-04-14T06:43:59.85,/home/phys/astro8/MJArchive/octans/20220414/Dark-0002300.fit,
dark-0005_300,B&C,300.0,2459606.729346528,2022-01-27T05:30:15.54,/home/phys/astro8/MJArchive/octans/20220127/dark-0005_300.fit,
dark-0004_10,B&C,10.0,2459825.880353125,2022-09-03T09:07:42.51,/home/phys/astro8/MJArchive/octans/20220903/dark-0004_10.fit,
dark-0002300,B&C,300.0,2459609.825664468,2022-01-30T07:48:57.41,/home/phys/astro8/MJArchive/octans/20220130/dark-0002300.fit,
Dark-00335,B&C,5.0,2459684.0176133104,2022-04-14T12:25:21.79,/home/phys/astro8/MJArchive/octans/20220414/Dark-00335.fit,
dark-0010_5,B&C,5.0,2459825.894201389,2022-09-03T09:27:39.00,/home/phys/astro8/MJArchive/octans/20220903/dark-0010_5.fit,
Dark-00252,B&C,2.0,2459683.988209838,2022-04-14T11:43:01.33,/home/phys/astro8/MJArchive/octans/20220414/Dark-00252.fit,
dark-0013,B&C,300.0,2459605.7640383104,2022-01-26T06:20:12.91,/home/phys/astro8/MJArchive/octans/20220126/dark-0013.fit,
dark-0012,B&C,120.0,2459604.174108449,2022-01-24T16:10:42.97,/home/phys/astro8/MJArchive/octans/20220124/dark-0012.fit,
Dark-0031300,B&C,300.0,2459684.006716088,2022-04-14T12:09:40.27,/home/phys/astro8/MJArchive/octans/20220414/Dark-0031300.fit,
Dark-00135,B&C,5.0,2459683.82394919,2022-04-14T07:46:29.21,/home/phys/astro8/MJArchive/octans/20220414/Dark-00135.fit,
Dark-0004,B&C,10.0,2459687.891011921,2022-04-18T09:23:03.43,/home/phys/astro8/MJArchive/octans/20220418/Dark-0004.fit,
dark_20220830-000530,B&C,30.0,2459821.815449884,2022-08-30T07:34:14.87,/home/phys/astro8/MJArchive/octans/20220830/dark_20220830-000530.fit,
dark-0012_2,B&C,2.0,2459825.908176273,2022-09-03T09:47:46.43,/home/phys/astro8/MJArchive/octans/20220903/dark-0012_2.fit,
dark-000260,B&C,60.0,2459609.8306150464,2022-01-30T07:56:05.14,/home/phys/astro8/MJArchive/octans/20220130/dark-000260.fit,
dark-0014,B&C,60.0,2459604.177136574,2022-01-24T16:15:04.60,/home/phys/astro8/MJArchive/octans/20220124/dark-0014.fit,
dark-0007_300,B&C,300.0,2459608.807955324,2022-01-29T07:23:27.34,/home/phys/astro8/MJArchive/octans/20220129/dark-0007_300.fit,
dark-0014,B&C,300.0,2459605.7675546296,2022-01-26T06:25:16.72,/home/phys/astro8/MJArchive/octans/20220126/dark-0014.fit,
dark-0008,B&C,2.0,2459686.2685399307,2022-04-16T18:26:41.85,/home/phys/astro8/MJArchive/octans/20220416/dark-0008.fit,
dark-0012,B&C,180.0,2459604.7580327545,2022-01-25T06:11:34.03,/home/phys/astro8/MJArchive/octans/20220125/dark-0012.fit,
Dark-00285,B&C,5.0,2459683.9991699075,2022-04-14T11:58:48.28,/home/phys/astro8/MJArchive/octans/20220414/Dark-00285.fit,
dark-0007,B&C,60.0,2459604.7527546296,2022-01-25T06:03:58.00,/home/phys/astro8/MJArchive/octans/20220125/dark-0007.fit,
Dark-00345,B&C,5.0,2459684.0434180554,2022-04-14T13:02:31.32,/home/phys/astro8/MJArchive/octans/20220414/Dark-00345.fit,
Darks_20220829-0005d120,B&C,120.0,2459821.3101565973,2022-08-29T19:26:37.53,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0005d120.fit,
Dark-0019,B&C,10.0,2459686.9834476854,2022-04-17T11:36:09.88,/home/phys/astro8/MJArchive/octans/20220417/Dark-0019.fit,
Dark-00295,B&C,5.0,2459684.0028568287,2022-04-14T12:04:06.83,/home/phys/astro8/MJArchive/octans/20220414/Dark-00295.fit,
Darks_20220829-0010d120,B&C,120.0,2459821.336560301,2022-08-29T20:04:38.81,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0010d120.fit,
dark-0001_60,B&C,60.0,2459611.1637230325,2022-01-31T15:55:45.67,/home/phys/astro8/MJArchive/octans/20220131/dark-0001_60.fit,
dark-0077,B&C,1.5,2459687.287564005,2022-04-17T18:54:05.53,/home/phys/astro8/MJArchive/octans/20220417/dark-0077.fit,
dark-0003_120,B&C,120.0,2459825.878499884,2022-09-03T09:05:02.39,/home/phys/astro8/MJArchive/octans/20220903/dark-0003_120.fit,
dark-0003_120,B&C,120.0,2459616.8770377315,2022-02-06T09:02:56.06,/home/phys/astro8/MJArchive/octans/20220206/dark-0003_120.fit,
dark-0001_120,B&C,120.0,2459608.776760301,2022-01-29T06:38:32.09,/home/phys/astro8/MJArchive/octans/20220129/dark-0001_120.fit,
dark-0037,B&C,15.0,2459687.282786111,2022-04-17T18:47:12.72,/home/phys/astro8/MJArchive/octans/20220417/dark-0037.fit,
Dark-0005,B&C,10.0,2459687.8911724538,2022-04-18T09:23:17.30,/home/phys/astro8/MJArchive/octans/20220418/Dark-0005.fit,
dark-0086,B&C,1.5,2459687.28811956,2022-04-17T18:54:53.53,/home/phys/astro8/MJArchive/octans/20220417/dark-0086.fit,
dark-0032,B&C,15.0,2459687.281696759,2022-04-17T18:45:38.60,/home/phys/astro8/MJArchive/octans/20220417/dark-0032.fit,
Dark-00175,B&C,5.0,2459683.838426736,2022-04-14T08:07:20.07,/home/phys/astro8/MJArchive/octans/20220414/Dark-00175.fit,
Dark-0007300,B&C,300.0,2459683.7986533563,2022-04-14T07:10:03.65,/home/phys/astro8/MJArchive/octans/20220414/Dark-0007300.fit,
Dark-0017300,B&C,300.0,2459683.834909722,2022-04-14T08:02:16.20,/home/phys/astro8/MJArchive/octans/20220414/Dark-0017300.fit,
Dark-0014,B&C,4.0,2459686.2820141204,2022-04-16T18:46:06.02,/home/phys/astro8/MJArchive/octans/20220416/Dark-0014.fit,
Dark-0008,B&C,2.0,2459686.9415810183,2022-04-17T10:35:52.60,/home/phys/astro8/MJArchive/octans/20220417/Dark-0008.fit,
dark-0015,B&C,60.0,2459604.1778751155,2022-01-24T16:16:08.41,/home/phys/astro8/MJArchive/octans/20220124/dark-0015.fit,
dark_20220909-0012_15,B&C,15.0,2459831.879865162,2022-09-09T09:07:00.35,/home/phys/astro8/MJArchive/octans/20220909/dark_20220909-0012_15.fit,
Dark-0034300,B&C,300.0,2459684.039900926,2022-04-14T12:57:27.44,/home/phys/astro8/MJArchive/octans/20220414/Dark-0034300.fit,
dark-0011,B&C,120.0,2459604.172675463,2022-01-24T16:08:39.16,/home/phys/astro8/MJArchive/octans/20220124/dark-0011.fit,
dark-0002_300,B&C,300.0,2459606.705890972,2022-01-27T04:56:28.98,/home/phys/astro8/MJArchive/octans/20220127/dark-0002_300.fit,
dark-0080,B&C,1.5,2459687.287748496,2022-04-17T18:54:21.47,/home/phys/astro8/MJArchive/octans/20220417/dark-0080.fit,
Dark-0001,B&C,10.0,2459687.8905300926,2022-04-18T09:22:21.80,/home/phys/astro8/MJArchive/octans/20220418/Dark-0001.fit,
dark-0003_120,B&C,120.0,2459611.1758427084,2022-01-31T16:13:12.81,/home/phys/astro8/MJArchive/octans/20220131/dark-0003_120.fit,
Dark-000510,B&C,10.0,2459683.2553469907,2022-04-13T18:07:41.98,/home/phys/astro8/MJArchive/octans/20220413/Dark-000510.fit,
Dark-00275,B&C,5.0,2459683.9954819446,2022-04-14T11:53:29.64,/home/phys/astro8/MJArchive/octans/20220414/Dark-00275.fit,
dark-0001_300,B&C,300.0,2459608.7732416666,2022-01-29T06:33:28.08,/home/phys/astro8/MJArchive/octans/20220129/dark-0001_300.fit,
dark-0056,B&C,4.0,2459687.285935069,2022-04-17T18:51:44.79,/home/phys/astro8/MJArchive/octans/20220417/dark-0056.fit,
dark_20220909-0004_15,B&C,15.0,2459831.876841435,2022-09-09T09:02:39.10,/home/phys/astro8/MJArchive/octans/20220909/dark_20220909-0004_15.fit,
Dark-0003300,B&C,300.0,2459683.784173611,2022-04-14T06:49:12.60,/home/phys/astro8/MJArchive/octans/20220414/Dark-0003300.fit,
Dark-0005300,B&C,300.0,2459683.791413889,2022-04-14T06:59:38.16,/home/phys/astro8/MJArchive/octans/20220414/Dark-0005300.fit,
dark-0001_180,B&C,180.0,2459606.6959452545,2022-01-27T04:42:09.67,/home/phys/astro8/MJArchive/octans/20220127/dark-0001_180.fit,
Dark-000710,B&C,10.0,2459683.2556666667,2022-04-13T18:08:09.60,/home/phys/astro8/MJArchive/octans/20220413/Dark-000710.fit,
dark-0002,B&C,300.0,2459604.148172453,2022-01-24T15:33:22.10,/home/phys/astro8/MJArchive/octans/20220124/dark-0002.fit,
dark-0020,B&C,120.0,2459604.1837721067,2022-01-24T16:24:37.91,/home/phys/astro8/MJArchive/octans/20220124/dark-0020.fit,
dark_20220830-000130,B&C,30.0,2459821.813884259,2022-08-30T07:31:59.60,/home/phys/astro8/MJArchive/octans/20220830/dark_20220830-000130.fit,
dark-0020_2,B&C,2.0,2459825.9404375,2022-09-03T10:34:13.80,/home/phys/astro8/MJArchive/octans/20220903/dark-0020_2.fit,
Dark-0011,B&C,4.0,2459686.281686343,2022-04-16T18:45:37.70,/home/phys/astro8/MJArchive/octans/20220416/Dark-0011.fit,
dark-0045,B&C,15.0,2459687.284528009,2022-04-17T18:49:43.22,/home/phys/astro8/MJArchive/octans/20220417/dark-0045.fit,
dark_20220909-0019_15,B&C,15.0,2459831.8813900463,2022-09-09T09:09:12.10,/home/phys/astro8/MJArchive/octans/20220909/dark_20220909-0019_15.fit,
dark-0012_120,B&C,120.0,2459825.9089011573,2022-09-03T09:48:49.06,/home/phys/astro8/MJArchive/octans/20220903/dark-0012_120.fit,
Dark-00305,B&C,5.0,2459684.006544676,2022-04-14T12:09:25.46,/home/phys/astro8/MJArchive/octans/20220414/Dark-00305.fit,
Darks_20220829-0006d10,B&C,10.0,2459821.315210764,2022-08-29T19:33:54.21,/home/phys/astro8/MJArchive/octans/20220829/Darks_20220829-0006d10.fit,
dark-0020,B&C,0.0,2459605.7748969905,2022-01-26T06:35:51.10,/home/phys/astro8/MJArchive/octans/20220126/dark-0020.fit,
dark-0076,B&C,1.5,2459687.2875025463,2022-04-17T18:54:00.22,/home/phys/astro8/MJArchive/octans/20220417/dark-0076.fit,
Dark-00365,B&C,5.0,2459684.0507921297,2022-04-14T13:13:08.44,/home/phys/astro8/MJArchive/octans/20220414/Dark-00365.fit,
dark-0004,B&C,300.0,2459604.1552101853,2022-01-24T15:43:30.16,/home/phys/astro8/MJArchive/octans/20220124/dark-0004.fit,
dark-0036,B&C,15.0,2459687.2825677083,2022-04-17T18:46:53.85,/home/phys/astro8/MJArchive/octans/20220417/dark-0036.fit,
dark-0004_300,B&C,300.0,2459606.7215283564,2022-01-27T05:19:00.05,/home/phys/astro8/MJArchive/octans/20220127/dark-0004_300.fit,
Dark-00292,B&C,2.0,2459684.0029596067,2022-04-14T12:04:15.71,/home/phys/astro8/MJArchive/octans/20220414/Dark-00292.fit,
dark-0008_2,B&C,2.0,2459825.889008333,2022-09-03T09:20:10.32,/home/phys/astro8/MJArchive/octans/20220903/dark-0008_2.fit,
dark_20220830-0006300,B&C,300.0,2459821.79569132,2022-08-30T07:05:47.73,/home/phys/astro8/MJArchive/octans/20220830/dark_20220830-0006300.fit,
dark-0009_300,B&C,300.0,2459608.8195148148,2022-01-29T07:40:06.08,/home/phys/astro8/MJArchive/octans/20220129/dark-0009_300.fit,
dark-0004_2,B&C,2.0,2459825.8801831016,2022-09-03T09:07:27.82,/home/phys/astro8/MJArchive/octans/20220903/dark-0004_2.fit,
dark-0002,B&C,120.0,2459604.746112616,2022-01-25T05:54:24.13,/home/phys/astro8/MJArchive/octans/20220125/dark-0002.fit,
dark-0046,B&C,4.0,2459687.2850293983,2022-04-17T18:50:26.54,/home/phys/astro8/MJArchive/octans/20220417/dark-0046.fit,
dark_20220830-000230,B&C,30.0,2459821.8142755786,2022-08-30T07:32:33.41,/home/phys/astro8/MJArchive/octans/20220830/dark_20220830-000230.fit,
